Transaction_date,Transaction_ID,Gender,Age,Marital_status,State_names,Segment,Employees_status,Payment_method,Referal,Amount_spent,Months
2020-03-05,152499,Female,63.0,Single,Oregon,Basic,workers,PayPal,1.0,1462.64,2020-03
2020-03-06,152500,Female,56.0,Married,Florida,Basic,Unemployment,Other,1.0,2741.78,2020-03
2020-03-06,152501,Female,72.0,Single,Arizona,Gold,Employees,Other,1.0,2906.76,2020-03
2020-03-07,152502,Male,51.0,Single,Idaho,Basic,Employees,PayPal,1.0,1100.58,2020-03
2020-03-07,152503,Female,58.0,Married,Massachusetts,Basic,Employees,PayPal,0.0,290.5,2020-03
2020-03-07,152504,Male,19.0,Single,Minnesota,Silver,workers,Other,1.0,1762.99,2020-03
2020-03-07,152505,Male,59.0,Married,New Hampshire,Silver,self-employed,PayPal,1.0,1177.86,2020-03
2020-03-07,152506,Female,43.0,Single,Pennsylvania,Silver,Employees,PayPal,1.0,501.28,2020-03
2020-03-08,152507,Female,58.0,Single,New Jersey,Platinum,self-employed,Card,1.0,508.39,2020-03
2020-03-08,152508,Male,37.0,Married,Rhode Island,Silver,Unemployment,Card,0.0,2480.31,2020-03
2020-03-08,152509,Male,77.0,Single,Texas,Silver,workers,Other,1.0,332.43,2020-03
2020-03-09,152510,Female,40.0,Married,Delaware,Basic,Employees,PayPal,1.0,902.85,2020-03
2020-03-09,152511,Female,37.0,Married,South Carolina,Silver,workers,PayPal,1.0,1383.85,2020-03
2020-03-10,152514,Female,39.0,Married,Indiana,Silver,self-employed,Other,1.0,810.56,2020-03
2020-03-10,152515,Female,27.0,Married,Kentucky,Silver,workers,Other,0.0,2957.04,2020-03
2020-03-11,152516,Female,19.0,Married,Utah,Gold,Unemployment,Card,0.0,1101.86,2020-03
2020-03-11,152517,Male,65.0,Married,California,Basic,Unemployment,PayPal,1.0,884.14,2020-03
2020-03-13,152519,Male,19.0,Married,Wisconsin,Platinum,workers,PayPal,0.0,719.49,2020-03
2020-03-13,152520,Male,16.0,Married,Mississippi,Platinum,workers,Other,1.0,1222.43,2020-03
2020-03-13,152521,Female,37.0,Married,Nevada,Silver,self-employed,Other,0.0,507.25,2020-03
2020-03-13,152522,Female,30.0,Single,Texas,Missing,Employees,PayPal,0.0,2457.09,2020-03
2020-03-14,152523,Female,34.0,Married,Kentucky,Basic,Employees,Card,0.0,2015.07,2020-03
2020-03-15,152524,Male,57.0,Single,New Mexico,Platinum,workers,PayPal,0.0,57.81,2020-03
2020-03-15,152525,Female,21.0,Married,Missouri,Basic,self-employed,PayPal,0.0,2944.92,2020-03
2020-03-17,152526,Male,17.0,Married,Wisconsin,Platinum,self-employed,Card,0.0,411.33,2020-03
2020-03-17,152527,Male,60.0,Married,Georgia,Basic,self-employed,PayPal,1.0,2712.47,2020-03
2020-03-17,152528,Male,76.0,Married,North Carolina,Platinum,workers,PayPal,0.0,1133.76,2020-03
2020-03-17,152529,Male,43.0,Single,New Mexico,Platinum,self-employed,PayPal,1.0,828.36,2020-03
2020-03-18,152530,Male,19.0,Married,Georgia,Silver,self-employed,Other,1.0,1035.28,2020-03
2020-03-18,152531,Female,68.0,Single,Connecticut,Missing,Employees,Other,0.0,2420.7,2020-03
2020-03-18,152532,Male,54.0,Married,Florida,Basic,Employees,PayPal,1.0,1012.36,2020-03
2020-03-20,152533,Male,38.0,Married,Pennsylvania,Silver,Employees,Card,0.0,774.74,2020-03
2020-03-20,152534,Female,72.0,Single,Tennessee,Missing,self-employed,PayPal,0.0,238.21,2020-03
2020-03-20,152535,Male,32.0,Single,Arkansas,Basic,Unemployment,PayPal,0.0,2546.71,2020-03
2020-03-20,152536,Female,34.0,Single,Missouri,Platinum,Unemployment,Other,0.0,2655.2,2020-03
2020-03-20,152537,Female,52.0,Married,Ohio,Basic,Employees,Card,1.0,2772.71,2020-03
2020-03-21,152538,Male,38.0,Married,Washington,Gold,self-employed,PayPal,1.0,1714.81,2020-03
2020-03-21,152539,Male,65.0,Married,Maine,Basic,Employees,PayPal,0.0,944.48,2020-03
2020-03-22,152540,Female,32.0,Single,Ohio,Silver,Employees,Other,0.0,1969.64,2020-03
2020-03-23,152541,Female,28.0,Single,Illinois,Platinum,Employees,Card,1.0,1105.48,2020-03
2020-03-23,152542,Female,50.0,Single,New Hampshire,Missing,self-employed,PayPal,0.0,2541.8,2020-03
2020-03-23,152543,Female,47.0,Married,Tennessee,Silver,Employees,Card,1.0,1735.23,2020-03
2020-03-23,152544,Female,32.0,Married,Kentucky,Basic,self-employed,PayPal,0.0,2940.55,2020-03
2020-03-24,152545,Female,68.0,Single,Missouri,Missing,Unemployment,Card,1.0,2401.06,2020-03
2020-03-24,152546,Male,55.0,Married,Arizona,Basic,Unemployment,Card,0.0,1855.15,2020-03
2020-03-24,152547,Male,25.0,Single,West Virginia,Basic,Employees,PayPal,1.0,450.85,2020-03
2020-03-24,152548,Female,21.0,Single,Massachusetts,Silver,workers,PayPal,1.0,283.61,2020-03
2020-03-24,152549,Female,32.0,Married,Florida,Basic,Unemployment,Card,1.0,200.88,2020-03
2020-03-24,152550,Female,71.0,Single,Kentucky,Silver,self-employed,PayPal,0.0,1364.29,2020-03
2020-03-25,152551,Female,77.0,Single,Georgia,Platinum,workers,Other,1.0,1844.08,2020-03
2020-03-25,152553,Male,47.0,Married,North Carolina,Basic,workers,Card,0.0,1877.79,2020-03
2020-03-26,152554,Female,49.0,Single,Connecticut,Basic,Employees,Card,1.0,485.26,2020-03
2020-03-26,152555,Female,61.0,Single,Maine,Basic,workers,Other,1.0,250.49,2020-03
2020-03-27,152556,Female,77.0,Single,Texas,Basic,Employees,Card,1.0,1838.09,2020-03
2020-03-27,152557,Female,17.0,Single,Alabama,Platinum,workers,Other,1.0,1578.58,2020-03
2020-03-27,152558,Male,77.0,Married,Colorado,Missing,self-employed,Card,0.0,2826.56,2020-03
2020-03-27,152559,Female,19.0,Married,Washington,Silver,Employees,Other,0.0,2730.17,2020-03
2020-03-30,152561,Female,60.0,Single,Montana,Silver,self-employed,Card,0.0,428.95,2020-03
2020-03-30,152562,Female,59.0,Married,Wisconsin,Basic,workers,PayPal,0.0,123.42,2020-03
2020-03-31,152563,Male,45.0,Married,Kansas,Basic,workers,Card,1.0,2534.05,2020-03
2020-03-31,152564,Female,36.0,Single,Washington,Basic,workers,Card,1.0,590.22,2020-03
2020-03-31,152565,Male,45.0,Married,Illinois,Basic,workers,Other,0.0,1364.74,2020-03
2020-03-31,152566,Male,58.0,Married,Maine,Basic,Employees,PayPal,1.0,76.54,2020-03
2020-03-31,152567,Male,77.0,Married,Virginia,Gold,workers,PayPal,1.0,426.6,2020-03
2020-04-01,152568,Male,55.0,Married,New York,Basic,self-employed,PayPal,0.0,1112.58,2020-04
2020-04-01,152569,Female,48.0,Single,Minnesota,Basic,workers,Card,1.0,1689.39,2020-04
2020-04-01,152570,Female,68.0,Married,Delaware,Basic,Employees,PayPal,0.0,228.12,2020-04
2020-04-02,152571,Female,24.0,Single,West Virginia,Basic,Employees,Card,1.0,1141.44,2020-04
2020-04-03,152572,Female,49.0,Single,Colorado,Gold,Employees,Other,1.0,840.99,2020-04
2020-04-03,152573,Female,66.0,Married,Texas,Platinum,workers,PayPal,0.0,1152.59,2020-04
2020-04-04,152574,Female,32.0,Married,Hawaii,Basic,Employees,Card,1.0,857.79,2020-04
2020-04-04,152575,Male,15.0,Married,Illinois,Platinum,self-employed,Card,1.0,2417.48,2020-04
2020-04-04,152576,Female,26.0,Married,South Dakota,Basic,Employees,PayPal,0.0,256.89,2020-04
2020-04-05,152577,Male,16.0,Married,Wyoming,Gold,self-employed,Card,0.0,714.17,2020-04
2020-04-05,152579,Female,71.0,Married,Nevada,Platinum,Employees,PayPal,0.0,1561.04,2020-04
2020-04-06,152581,Female,18.0,Married,Arkansas,Missing,Employees,PayPal,0.0,754.73,2020-04
2020-04-06,152582,Male,41.0,Married,Pennsylvania,Basic,self-employed,Other,1.0,2865.28,2020-04
2020-04-07,152583,Female,75.0,Married,Kentucky,Basic,Undefined,PayPal,0.0,2854.02,2020-04
2020-04-07,152584,Female,16.0,Single,Idaho,Basic,workers,Other,0.0,1794.19,2020-04
2020-04-08,152585,Female,44.0,Single,Oklahoma,Platinum,Employees,PayPal,0.0,2475.49,2020-04
2020-04-08,152586,Male,69.0,Married,Indiana,Basic,Employees,PayPal,0.0,1898.75,2020-04
2020-04-09,152587,Female,33.0,Single,Kentucky,Basic,Unemployment,Card,0.0,669.93,2020-04
2020-04-09,152588,Female,36.0,Single,California,Basic,self-employed,PayPal,1.0,393.94,2020-04
2020-04-09,152589,Female,19.0,Single,Montana,Gold,Employees,PayPal,1.0,214.11,2020-04
2020-04-11,152591,Female,-1.0,Married,Pennsylvania,Basic,workers,PayPal,1.0,962.34,2020-04
2020-04-11,152592,Male,41.0,Single,Washington,Basic,workers,Other,0.0,714.35,2020-04
2020-04-12,152594,Female,49.0,Married,Louisiana,Platinum,Employees,PayPal,0.0,2846.0,2020-04
2020-04-13,152595,Male,64.0,Single,Indiana,Basic,Employees,PayPal,0.0,268.19,2020-04
2020-04-13,152596,Male,60.0,Married,Oregon,Basic,Employees,Other,1.0,2491.1,2020-04
2020-04-13,152597,Male,51.0,Single,Louisiana,Gold,self-employed,PayPal,1.0,1493.06,2020-04
2020-04-13,152598,Male,56.0,Married,Hawaii,Silver,workers,PayPal,1.0,1239.01,2020-04
2020-04-13,152599,Female,28.0,Married,Massachusetts,Basic,Employees,Card,0.0,1398.36,2020-04
2020-04-14,152601,Male,74.0,Married,Kansas,Platinum,self-employed,Other,0.0,473.24,2020-04
2020-04-14,152602,Male,28.0,Married,Washington,Silver,Unemployment,Card,1.0,292.45,2020-04
2020-04-14,152603,Male,58.0,Single,Idaho,Basic,self-employed,Other,1.0,741.93,2020-04
2020-04-15,152604,Male,20.0,Single,Wyoming,Basic,workers,PayPal,1.0,2582.51,2020-04
2020-04-15,152605,Female,21.0,Single,California,Silver,workers,Other,1.0,977.61,2020-04
2020-04-15,152606,Female,34.0,Married,Massachusetts,Basic,Employees,PayPal,0.0,247.8,2020-04
2020-04-16,152607,Female,57.0,Married,Iowa,Basic,workers,Other,1.0,402.66,2020-04
2020-04-16,152608,Female,35.0,Single,Colorado,Gold,Employees,PayPal,1.0,395.99,2020-04
2020-04-17,152609,Female,58.0,Married,Colorado,Basic,workers,PayPal,1.0,2903.98,2020-04
2020-04-17,152610,Male,37.0,Single,Illinois,Platinum,self-employed,Card,1.0,1583.01,2020-04
2020-04-17,152611,Female,51.0,Married,New Jersey,Silver,workers,PayPal,0.0,1665.44,2020-04
2020-04-18,152612,Female,73.0,Married,Minnesota,Missing,self-employed,PayPal,1.0,2774.5,2020-04
2020-04-18,152613,Female,42.0,Married,Oregon,Silver,Unemployment,Card,1.0,2659.77,2020-04
2020-04-18,152614,Female,33.0,Married,Oregon,Basic,workers,PayPal,0.0,626.92,2020-04
2020-04-19,152615,Male,50.0,Married,New Hampshire,Gold,self-employed,PayPal,1.0,586.68,2020-04
2020-04-19,152617,Male,71.0,Married,Mississippi,Basic,Employees,Other,1.0,810.74,2020-04
2020-04-20,152618,Female,42.0,Married,Illinois,Platinum,workers,Card,1.0,557.7,2020-04
2020-04-20,152619,Male,75.0,Married,New York,Platinum,workers,PayPal,1.0,815.59,2020-04
2020-04-20,152620,Female,29.0,Single,New York,Missing,self-employed,PayPal,0.0,1565.0,2020-04
2020-04-21,152621,Male,38.0,Married,New Mexico,Platinum,Employees,Card,1.0,2469.32,2020-04
2020-04-21,152622,Female,48.0,Single,Illinois,Basic,Employees,Other,0.0,2790.76,2020-04
2020-04-21,152623,Male,61.0,Married,North Dakota,Basic,workers,PayPal,1.0,1198.33,2020-04
2020-04-21,152624,Male,37.0,Married,North Carolina,Basic,Employees,PayPal,1.0,1847.18,2020-04
2020-04-22,152625,Female,44.0,Single,Arizona,Basic,Employees,Other,1.0,2873.01,2020-04
2020-04-23,152626,Female,-1.0,Single,Florida,Basic,Employees,PayPal,1.0,644.43,2020-04
2020-04-24,152627,Female,33.0,Single,Arkansas,Silver,self-employed,Other,0.0,2721.75,2020-04
2020-04-25,152628,Female,63.0,Single,Minnesota,Basic,self-employed,Card,0.0,2562.56,2020-04
2020-04-26,152629,Female,27.0,Married,Illinois,Platinum,workers,PayPal,0.0,693.59,2020-04
2020-04-27,152630,Female,50.0,Single,Utah,Basic,Employees,Card,0.0,952.25,2020-04
2020-04-27,152631,Male,41.0,Single,California,Basic,Employees,PayPal,0.0,224.65,2020-04
2020-04-28,152632,Female,73.0,Single,Nebraska,Silver,workers,Card,0.0,164.69,2020-04
2020-04-28,152633,Female,53.0,Married,Minnesota,Basic,self-employed,PayPal,0.0,1957.02,2020-04
2020-04-29,152634,Male,55.0,Married,Wyoming,Basic,workers,PayPal,1.0,2976.07,2020-04
2020-04-29,152635,Male,53.0,Married,Delaware,Silver,self-employed,PayPal,0.0,1344.45,2020-04
2020-04-29,152636,Male,39.0,Single,Colorado,Platinum,Employees,Other,0.0,2552.31,2020-04
2020-04-29,152637,Female,55.0,Married,Mississippi,Basic,Employees,Card,1.0,720.13,2020-04
2020-04-29,152638,Male,70.0,Married,South Carolina,Basic,Employees,PayPal,0.0,2793.46,2020-04
2020-04-29,152639,Female,22.0,Single,Arkansas,Gold,self-employed,Card,0.0,242.49,2020-04
2020-04-30,152640,Female,45.0,Single,Connecticut,Platinum,Employees,PayPal,0.0,2511.86,2020-04
2020-05-01,152642,Female,39.0,Married,Hawaii,Gold,Employees,Card,0.0,324.4,2020-05
2020-05-01,152643,Female,27.0,Single,New York,Platinum,workers,PayPal,0.0,386.88,2020-05
2020-05-03,152644,Male,33.0,Single,South Dakota,Basic,workers,Other,0.0,409.17,2020-05
2020-05-03,152645,Female,47.0,Married,Utah,Silver,Employees,PayPal,0.0,147.56,2020-05
2020-05-03,152646,Male,21.0,Single,Mississippi,Platinum,Unemployment,PayPal,1.0,2921.43,2020-05
2020-05-03,152647,Male,61.0,Single,Idaho,Missing,workers,Card,1.0,2677.17,2020-05
2020-05-05,152648,Female,75.0,Single,Maine,Missing,self-employed,PayPal,0.0,234.49,2020-05
2020-05-05,152649,Male,28.0,Married,Pennsylvania,Silver,workers,PayPal,0.0,682.37,2020-05
2020-05-05,152650,Male,64.0,Married,Illinois,Basic,workers,Card,1.0,1183.79,2020-05
2020-05-05,152651,Female,72.0,Married,Rhode Island,Silver,Employees,PayPal,1.0,891.19,2020-05
2020-05-05,152652,Male,17.0,Single,Kentucky,Silver,Unemployment,PayPal,1.0,1809.36,2020-05
2020-05-06,152653,Male,67.0,Married,New Hampshire,Basic,Employees,PayPal,1.0,1838.74,2020-05
2020-05-07,152654,Female,16.0,Married,Massachusetts,Silver,workers,PayPal,1.0,950.46,2020-05
2020-05-07,152655,Female,72.0,Married,Mississippi,Basic,self-employed,PayPal,1.0,348.16,2020-05
2020-05-07,152656,Female,37.0,Married,New York,Basic,Employees,Card,0.0,2003.85,2020-05
2020-05-07,152657,Male,52.0,Married,Kentucky,Platinum,workers,Other,1.0,1040.72,2020-05
2020-05-07,152658,Male,17.0,Married,South Carolina,Gold,Employees,Card,1.0,580.48,2020-05
2020-05-08,152659,Male,27.0,Married,Florida,Gold,self-employed,PayPal,1.0,1877.91,2020-05
2020-05-08,152660,Female,35.0,Single,Connecticut,Platinum,Employees,Other,0.0,1141.54,2020-05
2020-05-09,152661,Male,57.0,Single,North Carolina,Silver,workers,PayPal,0.0,1919.51,2020-05
2020-05-10,152663,Female,33.0,Single,Louisiana,Platinum,Employees,Card,1.0,1859.43,2020-05
2020-05-11,152664,Female,28.0,Single,Illinois,Basic,self-employed,Card,0.0,2436.86,2020-05
2020-05-11,152665,Female,54.0,Married,Delaware,Basic,workers,PayPal,1.0,1826.02,2020-05
2020-05-11,152666,Male,42.0,Single,Kansas,Silver,self-employed,PayPal,1.0,1763.71,2020-05
2020-05-12,152667,Male,59.0,Single,Kentucky,Platinum,workers,Card,1.0,969.93,2020-05
2020-05-12,152668,Female,72.0,Married,Oregon,Missing,Employees,Card,1.0,1113.41,2020-05
2020-05-12,152669,Female,45.0,Married,Wyoming,Platinum,workers,Card,0.0,56.06,2020-05
2020-05-13,152670,Female,76.0,Married,Oregon,Basic,workers,PayPal,0.0,1476.77,2020-05
2020-05-13,152671,Male,22.0,Married,Maine,Basic,self-employed,PayPal,0.0,2648.71,2020-05
2020-05-13,152672,Female,28.0,Married,Alabama,Platinum,self-employed,Other,1.0,1424.7,2020-05
2020-05-13,152674,Male,37.0,Married,Connecticut,Silver,self-employed,PayPal,1.0,2940.37,2020-05
2020-05-13,152675,Female,43.0,Married,Iowa,Silver,workers,Card,1.0,1889.07,2020-05
2020-05-14,152676,Male,16.0,Married,Nevada,Basic,self-employed,Other,1.0,1047.63,2020-05
2020-05-14,152677,Female,62.0,Married,New Hampshire,Basic,self-employed,Other,1.0,1914.37,2020-05
2020-05-15,152678,Male,76.0,Single,Colorado,Silver,Unemployment,PayPal,0.0,1364.23,2020-05
2020-05-15,152679,Female,64.0,Single,North Carolina,Silver,self-employed,PayPal,1.0,1276.36,2020-05
2020-05-15,152680,Female,16.0,Married,Tennessee,Basic,Employees,PayPal,1.0,701.22,2020-05
2020-05-15,152681,Male,71.0,Married,New Mexico,Gold,Unemployment,Other,1.0,540.65,2020-05
2020-05-17,152682,Female,36.0,Single,Texas,Basic,workers,Card,0.0,1943.78,2020-05
2020-05-17,152683,Female,24.0,Married,North Dakota,Basic,workers,Other,0.0,192.45,2020-05
2020-05-18,152685,Female,62.0,Married,Mississippi,Silver,workers,Other,1.0,31.13,2020-05
2020-05-18,152686,Male,37.0,Married,Arkansas,Platinum,Unemployment,PayPal,1.0,1927.09,2020-05
2020-05-19,152687,Male,47.0,Married,New Mexico,Basic,workers,PayPal,1.0,1708.52,2020-05
2020-05-19,152688,Female,21.0,Single,Pennsylvania,Silver,workers,Card,1.0,975.61,2020-05
2020-05-19,152689,Female,71.0,Single,Wyoming,Platinum,Unemployment,Card,1.0,1190.23,2020-05
2020-05-19,152690,Female,21.0,Married,New Mexico,Basic,self-employed,Other,0.0,334.86,2020-05
2020-05-19,152691,Female,32.0,Married,Vermont,Basic,workers,PayPal,0.0,570.48,2020-05
2020-05-20,152692,Male,58.0,Married,Ohio,Basic,self-employed,Other,0.0,1746.89,2020-05
2020-05-20,152693,Female,18.0,Married,Georgia,Basic,workers,Other,1.0,2926.09,2020-05
2020-05-20,152694,Male,71.0,Married,Oregon,Basic,Unemployment,Other,1.0,975.54,2020-05
2020-05-22,152696,Undefined,48.0,Married,North Carolina,Silver,self-employed,Other,0.0,1001.32,2020-05
2020-05-22,152697,Female,59.0,Married,New Jersey,Silver,Employees,Other,1.0,2571.83,2020-05
2020-05-23,152699,Female,55.0,Married,Oregon,Platinum,Unemployment,Card,0.0,114.52,2020-05
2020-05-24,152703,Male,-1.0,Married,Kentucky,Basic,workers,PayPal,0.0,1030.11,2020-05
2020-05-24,152704,Female,35.0,Married,New Jersey,Basic,self-employed,PayPal,1.0,2561.53,2020-05
2020-05-24,152705,Male,48.0,Married,Minnesota,Missing,Employees,Card,0.0,138.99,2020-05
2020-05-25,152706,Female,-1.0,Single,Wisconsin,Platinum,Unemployment,PayPal,1.0,1504.44,2020-05
2020-05-25,152707,Male,50.0,Married,New Hampshire,Gold,self-employed,Card,1.0,1729.95,2020-05
2020-05-25,152708,Female,28.0,Married,Nevada,Gold,self-employed,PayPal,1.0,1056.61,2020-05
2020-05-25,152709,Male,56.0,Married,New York,Basic,Employees,PayPal,1.0,2901.83,2020-05
2020-05-25,152710,Female,56.0,Married,Colorado,Basic,self-employed,Card,1.0,2557.1,2020-05
2020-05-25,152711,Female,71.0,Married,Louisiana,Basic,Employees,PayPal,1.0,1322.31,2020-05
2020-05-26,152712,Male,24.0,Married,Maine,Platinum,Unemployment,PayPal,0.0,244.89,2020-05
2020-05-26,152713,Female,61.0,Single,Hawaii,Basic,Employees,Card,1.0,693.43,2020-05
2020-05-27,152714,Female,27.0,Single,Colorado,Silver,workers,Card,0.0,1185.2,2020-05
2020-05-28,152716,Female,63.0,Single,Pennsylvania,Platinum,self-employed,PayPal,1.0,2409.86,2020-05
2020-05-28,152717,Female,70.0,Married,South Carolina,Missing,Employees,PayPal,1.0,1317.93,2020-05
2020-05-28,152718,Female,28.0,Married,Kansas,Silver,workers,PayPal,0.0,1031.86,2020-05
2020-05-29,152719,Female,53.0,Married,Iowa,Basic,self-employed,PayPal,1.0,2640.96,2020-05
2020-05-29,152720,Female,71.0,Married,Idaho,Basic,Employees,Other,0.0,228.71,2020-05
2020-05-29,152721,Male,31.0,Married,Virginia,Basic,Employees,PayPal,1.0,108.47,2020-05
2020-05-30,152722,Female,73.0,Single,New Jersey,Silver,Employees,PayPal,0.0,1683.58,2020-05
2020-05-30,152723,Female,54.0,Single,Illinois,Basic,workers,Card,1.0,1762.21,2020-05
2020-05-30,152724,Male,63.0,Married,Ohio,Gold,workers,PayPal,1.0,645.51,2020-05
2020-05-30,152725,Female,61.0,Married,Montana,Basic,workers,PayPal,1.0,1755.41,2020-05
2020-05-30,152726,Male,60.0,Single,Delaware,Gold,Employees,PayPal,1.0,55.65,2020-05
2020-05-31,152727,Male,56.0,Single,Connecticut,Silver,workers,PayPal,0.0,1358.84,2020-05
2020-05-31,152728,Female,50.0,Single,New Mexico,Missing,Employees,Other,1.0,1323.49,2020-05
2020-05-31,152729,Female,63.0,Single,Missouri,Basic,self-employed,Other,0.0,2725.43,2020-05
2020-06-01,152730,Female,59.0,Married,Wisconsin,Silver,Employees,Card,0.0,50.83,2020-06
2020-06-01,152731,Male,17.0,Married,Nebraska,Platinum,workers,PayPal,0.0,547.97,2020-06
2020-06-02,152732,Female,76.0,Married,New Jersey,Basic,Unemployment,PayPal,1.0,659.75,2020-06
2020-06-02,152733,Male,63.0,Married,Missouri,Gold,Employees,PayPal,1.0,809.09,2020-06
2020-06-03,152734,Female,68.0,Single,South Dakota,Platinum,Employees,PayPal,1.0,2975.5,2020-06
2020-06-03,152735,Male,19.0,Married,Maine,Missing,workers,Other,0.0,1909.48,2020-06
2020-06-03,152737,Male,56.0,Married,Wisconsin,Silver,workers,PayPal,1.0,731.05,2020-06
2020-06-03,152738,Male,60.0,Single,Washington,Missing,workers,Other,1.0,2403.94,2020-06
2020-06-04,152739,Male,16.0,Married,Maine,Basic,self-employed,PayPal,1.0,994.84,2020-06
2020-06-05,152741,Female,17.0,Married,Iowa,Missing,workers,Other,1.0,619.26,2020-06
2020-06-05,152742,Male,78.0,Married,Massachusetts,Basic,Employees,PayPal,1.0,1150.72,2020-06
2020-06-06,152743,Male,54.0,Single,West Virginia,Platinum,self-employed,Other,1.0,964.18,2020-06
2020-06-06,152744,Female,44.0,Single,New Jersey,Basic,Unemployment,PayPal,0.0,1972.91,2020-06
2020-06-06,152745,Female,70.0,Married,Massachusetts,Silver,workers,Other,0.0,2444.49,2020-06
2020-06-07,152746,Female,35.0,Single,Georgia,Basic,Employees,Card,1.0,189.69,2020-06
2020-06-07,152748,Female,67.0,Married,Kansas,Platinum,workers,Other,0.0,524.88,2020-06
2020-06-07,152749,Female,36.0,Single,North Carolina,Silver,Employees,Other,1.0,209.75,2020-06
2020-06-08,152750,Female,77.0,Married,Colorado,Gold,Employees,Other,1.0,2480.85,2020-06
2020-06-08,152751,Male,48.0,Married,Pennsylvania,Basic,Unemployment,PayPal,1.0,1755.6,2020-06
2020-06-08,152752,Male,78.0,Married,New Mexico,Basic,Unemployment,Card,1.0,95.05,2020-06
2020-06-08,152753,Female,39.0,Single,Oklahoma,Platinum,Unemployment,Card,0.0,1557.5,2020-06
2020-06-09,152754,Female,68.0,Married,Wyoming,Silver,workers,PayPal,1.0,1354.59,2020-06
2020-06-09,152755,Female,69.0,Married,Minnesota,Platinum,Unemployment,Other,1.0,2455.66,2020-06
2020-06-11,152757,Male,74.0,Married,South Dakota,Basic,Employees,PayPal,1.0,2477.45,2020-06
2020-06-11,152758,Female,34.0,Married,Rhode Island,Basic,Unemployment,PayPal,0.0,1132.75,2020-06
2020-06-11,152759,Undefined,52.0,Single,Oregon,Basic,Employees,PayPal,0.0,105.04,2020-06
2020-06-12,152760,Female,67.0,Single,Tennessee,Platinum,Employees,Other,1.0,1689.87,2020-06
2020-06-12,152761,Female,49.0,Married,Colorado,Silver,Employees,PayPal,1.0,2401.32,2020-06
2020-06-13,152762,Male,67.0,Married,Georgia,Basic,workers,Card,0.0,1847.47,2020-06
2020-06-15,152763,Male,28.0,Married,Mississippi,Basic,self-employed,Card,1.0,1430.18,2020-06
2020-06-16,152764,Male,70.0,Married,Indiana,Basic,workers,Other,1.0,2819.18,2020-06
2020-06-16,152765,Female,31.0,Single,Florida,Basic,Employees,Other,0.0,281.3,2020-06
2020-06-16,152766,Female,52.0,Married,New Mexico,Basic,Employees,PayPal,1.0,1049.48,2020-06
2020-06-17,152768,Female,62.0,Single,Texas,Basic,self-employed,PayPal,1.0,1023.12,2020-06
2020-06-17,152769,Female,45.0,Single,Louisiana,Platinum,workers,PayPal,1.0,469.5,2020-06
2020-06-17,152770,Male,21.0,Married,Indiana,Platinum,self-employed,PayPal,0.0,2684.41,2020-06
2020-06-18,152771,Male,41.0,Married,Idaho,Gold,Employees,PayPal,0.0,414.17,2020-06
2020-06-18,152772,Female,17.0,Single,Vermont,Silver,Employees,Card,1.0,1687.03,2020-06
2020-06-18,152773,Female,25.0,Single,Oklahoma,Silver,workers,Card,1.0,431.49,2020-06
2020-06-18,152774,Male,34.0,Married,Connecticut,Basic,Employees,PayPal,0.0,193.44,2020-06
2020-06-19,152775,Female,24.0,Married,California,Silver,Employees,Other,1.0,469.54,2020-06
2020-06-19,152776,Female,64.0,Single,Tennessee,Basic,Unemployment,Other,1.0,1504.4,2020-06
2020-06-20,152777,Female,18.0,Married,Missouri,Platinum,Unemployment,Other,1.0,2699.0,2020-06
2020-06-21,152778,Female,50.0,Single,Georgia,Missing,Employees,PayPal,1.0,2734.44,2020-06
2020-06-21,152779,Female,20.0,Married,Vermont,Basic,workers,Card,1.0,374.79,2020-06
2020-06-21,152780,Female,26.0,Married,Ohio,Silver,Unemployment,Card,1.0,936.79,2020-06
2020-06-22,152781,Male,-1.0,Married,Washington,Basic,workers,PayPal,0.0,1472.59,2020-06
2020-06-22,152782,Male,50.0,Single,Virginia,Basic,workers,PayPal,0.0,1670.13,2020-06
2020-06-22,152783,Female,78.0,Married,Delaware,Silver,Employees,Card,0.0,1982.88,2020-06
2020-06-23,152784,Female,53.0,Single,New Jersey,Silver,Employees,PayPal,0.0,1912.05,2020-06
2020-06-23,152785,Female,56.0,Single,Michigan,Silver,self-employed,PayPal,1.0,1653.94,2020-06
2020-06-24,152787,Male,64.0,Single,Vermont,Platinum,Employees,Other,0.0,2059.46,2020-06
2020-06-24,152788,Male,25.0,Married,Rhode Island,Basic,Employees,Other,1.0,2760.05,2020-06
2020-06-24,152790,Female,41.0,Married,Rhode Island,Platinum,Unemployment,PayPal,1.0,2570.96,2020-06
2020-06-24,152791,Male,29.0,Single,Nebraska,Basic,self-employed,PayPal,1.0,1977.35,2020-06
2020-06-25,152792,Male,46.0,Married,Utah,Platinum,workers,PayPal,1.0,256.52,2020-06
2020-06-25,152794,Male,26.0,Married,North Dakota,Platinum,Unemployment,Card,0.0,857.01,2020-06
2020-06-25,152795,Female,67.0,Single,Ohio,Missing,Employees,Other,1.0,2898.65,2020-06
2020-06-25,152796,Male,56.0,Single,Washington,Basic,Employees,PayPal,0.0,1096.02,2020-06
2020-06-25,152797,Male,78.0,Single,Pennsylvania,Gold,Employees,Other,1.0,2477.3,2020-06
2020-06-25,152798,Female,74.0,Married,Montana,Basic,workers,Card,0.0,1297.82,2020-06
